obs,lat,lon
234633,-45.433333,-64.8
234633,-45.433333,-64.40000000000002
234633,-45.433333,-64.383333
234633,-45.433333,-64.133333
234633,-45.416667,-66.283333
234633,-45.416667,-66.233333
234633,-45.416667,-66.083333
234633,-45.416667,-66
234633,-45.416667,-65.983333
234633,-45.416667,-65.95
234633,-45.416667,-65.916667
234633,-45.416667,-65.75
234633,-45.416667,-65.466667
234633,-45.416667,-65.40000000000002
234633,-45.416667,-65.18333300000002
234633,-45.416667,-65.016667
234633,-45.4,-67
234633,-45.4,-66.95
234633,-45.4,-66.716667
234633,-45.4,-66.416667
234633,-45.4,-66.266667
234633,-45.4,-66
234633,-45.4,-65.983333
234633,-45.4,-65.983333
234633,-45.4,-65.083333
234633,-45.4,-64.43333300000002
234633,-45.383333,-66.883333
234633,-45.383333,-65.90000000000002
234633,-45.383333,-65.283333
234633,-45.383333,-65.15000000000002
234633,-45.383333,-65.15000000000002
234633,-45.383333,-65.133333
234633,-45.383333,-65.05
234633,-45.383333,-65.033333
234633,-45.383333,-64.866667
234633,-45.383333,-64.833333
234633,-45.383333,-64.40000000000002
234633,-45.371817,-66.883333
234633,-45.366667,-67.016667
234633,-45.366667,-65.93333300000002
234633,-45.366667,-65.85
234633,-45.366667,-65.75
234633,-45.366667,-64.733333
234633,-45.366667,-64.733333
234633,-45.35,-66.983333
234633,-45.35,-66.95
234633,-45.35,-66.85
234633,-45.35,-66.75
234633,-45.35,-65.766667
234633,-45.35,-65.316667
234633,-45.35,-65.266667
234633,-45.35,-65.25
234633,-45.35,-64.833333
234633,-45.333333,-66.85
234633,-45.333333,-66.40000000000002
234633,-45.333333,-66.316667
234633,-45.333333,-66.2
234633,-45.333333,-66.033333
234633,-45.333333,-66.016667
234633,-45.333333,-65.816667
234633,-45.316667,-66.866667
234633,-45.316667,-66.866667
234633,-45.316667,-66.833333
234633,-45.316667,-66.816667
234633,-45.316667,-66.783333
234633,-45.316667,-66.766667
234633,-45.316667,-66.733333
234633,-45.316667,-66.2
234633,-45.316667,-65.366667
234633,-45.316667,-64.75
234633,-45.307633,-66.772067
234633,-45.3,-66.783333
234633,-45.3,-66.283333
234633,-45.3,-66.2
234633,-45.3,-66.133333
234633,-45.3,-65.916667
234633,-45.3,-65.883333
234633,-45.3,-65.033333
234633,-45.3,-64.983333
234633,-45.283333,-66.2
234633,-45.283333,-66.15000000000002
234633,-45.283333,-66
234633,-45.283333,-65.883333
234633,-45.283333,-65.883333
234633,-45.283333,-65.066667
234633,-45.266667,-66.6
234633,-45.266667,-66.566667
234633,-45.266667,-66.566667
234633,-45.266667,-66.266667
234633,-45.266667,-66.116667
234633,-45.266667,-65.583333
234633,-45.266667,-65.18333300000002
234633,-45.266667,-65.033333
234633,-45.266667,-64.85
234633,-45.263367,-66.79205
234633,-45.25,-66.833333
234633,-45.25,-66.75
234633,-45.25,-66.366667
234633,-45.25,-66.25
234633,-45.25,-66.25
234633,-45.25,-66.05
234633,-45.25,-65.816667
234633,-45.25,-65.666667
234633,-45.25,-65.43333300000002
234633,-45.25,-65.133333
234633,-45.25,-64.916667
234633,-45.2421,-66.10335
234633,-45.233333,-66.383333
234633,-45.233333,-66.383333
234633,-45.233333,-66.316667
234633,-45.233333,-66.283333
234633,-45.233333,-66.166667
234633,-45.233333,-66.15000000000002
234633,-45.233333,-65.85
234633,-45.233333,-65.85
234633,-45.233333,-65.633333
234633,-45.216667,-65.983333
234633,-45.216667,-65.983333
234633,-45.216667,-65.716667
234633,-45.216667,-65.6
234633,-45.216667,-65.083333
234633,-45.216667,-64.383333
234633,-45.2,-66.016667
234633,-45.2,-65.983333
234633,-45.2,-65.966667
234633,-45.2,-65.95
234633,-45.2,-65.75
234633,-45.2,-65.516667
234633,-45.2,-65.416667
234633,-45.2,-65.333333
234633,-45.2,-65.3
234633,-45.2,-65.283333
234633,-45.2,-64.966667
234633,-45.2,-64.95
234633,-45.183333,-66.266667
234633,-45.183333,-66.266667
234633,-45.183333,-65.733333
234633,-45.183333,-65.533333
234633,-45.183333,-65.333333
234633,-45.183333,-65.316667
234633,-45.166667,-66.15000000000002
234633,-45.166667,-66.15000000000002
234633,-45.166667,-66.133333
234633,-45.166667,-66.116667
234633,-45.166667,-66.083333
234633,-45.166667,-66.083333
234633,-45.166667,-66.071
234633,-45.166667,-66.066667
234633,-45.166667,-66
234633,-45.166667,-66
234633,-45.166667,-65.816667
234633,-45.166667,-65.716667
234633,-45.159833,-66.179333
234633,-45.155683,-66.19125
234633,-45.15,-66.2
234633,-45.15,-66.2
234633,-45.15,-66.1
234633,-45.15,-66.083333
234633,-45.15,-65.766667
234633,-45.15,-65.633333
234633,-45.133333,-66.2
234633,-45.133333,-65.75
234633,-45.133333,-65.733333
234633,-45.133333,-65.7
234633,-45.1282,-65.740183
234633,-45.116667,-65.770383
234633,-45.116667,-65.166667
234633,-45.116667,-64.966667
234633,-45.1141,-65.739417
234633,-45.11315,-65.765767
234633,-45.105317,-65.7569
234633,-45.103417,-65.774833
234633,-45.1,-66.233333
234633,-45.1,-65.866667
234633,-45.1,-65.85
234633,-45.1,-65.716667
234633,-45.1,-65.166667
234633,-45.098983,-65.831917
234633,-45.095,-65.691167
234633,-45.0885,-65.762283
234633,-45.083333,-65.90000000000002
234633,-45.083333,-65.783333
234633,-45.083333,-65.75
234633,-45.083333,-65.75
234633,-45.083333,-65.75
234633,-45.083333,-65.716667
234633,-45.083333,-65.133333
234633,-45.077367,-65.764183
234633,-45.066667,-66.233333
234633,-45.066667,-65.766667
234633,-45.05,-66.216667
234633,-45.05,-66.216667
234633,-45.05,-65.033333
234633,-45.04945,-65.77335
234633,-45.033333,-65.216667
234633,-45.033333,-65.016667
234633,-45.033333,-65.016667
234633,-45.016667,-65.166667
234633,-45.016667,-65.15000000000002
234633,-45.016667,-65.15000000000002
234633,-45.016667,-65.1
234633,-45,-65.18333300000002
234633,-45,-65.15000000000002
234633,-45,-65.15000000000002
234633,-44.85,-65.15000000000002
234633,-44.85,-65.083333
234633,-44.566667,-64.566667
234633,-43.553333,-60.633335
234633,-41,-60.016666
234633,-37.966667,-55.049999
234633,-47.03,-62.46
234633,-46.36,-62.59
234633,-46.23,-62.59
234633,-46.02,-62.59
234633,-45.4,-61.11
234633,-45.35,-60.52
234633,-45.35,-60.52
234633,-45.31,-62.29
234633,-45.26,-62.13
234633,-45.06,-61.05
234633,-42.59,-62.26
234633,-42.59,-61.15
234633,-42.56,-60.18
234633,-42.41,-61.01
234633,-42.28,-59.39
234633,-42.27,-60.11
234633,-42.27,-59.38
234633,-66.566667,-52.75
234633,-64.6,-53.9
234633,-54.804942,-68.22190000000002
234633,-54.223889,-59.806667
234633,-37.4017,-54.6617
234633,-54.708332,-60.598331
234633,-54.283333,-61.633335
234633,-49.133333,-67.1
234633,-46.983334,-64
234633,-46.916667,-66.85
234633,-46.916667,-66.2
234633,-46.9,-66.18333300000002
234633,-46.883333,-64.866667
234633,-46.866667,-66.166667
234633,-46.85,-66.18333300000002
234633,-46.833333,-66.2
234633,-46.833333,-66.133333
234633,-46.833333,-66.066667
234633,-46.833333,-66.05
234633,-46.833333,-65.516667
234633,-46.816667,-66.083333
234633,-46.8,-66.2
234633,-46.8,-66.166667
234633,-46.8,-66.166667
234633,-46.783333,-66.2
234633,-46.783333,-66.2
234633,-46.783333,-66.166667
234633,-46.783333,-64.65000000000002
234633,-46.766667,-66.18333300000002
234633,-46.766667,-64.7
234633,-46.75,-66.016667
234633,-46.733333,-66.2
234633,-46.733333,-66.18333300000002
234633,-46.733333,-65.983333
234633,-46.716667,-66.2
234633,-46.716667,-66.166667
234633,-46.716667,-66
234633,-46.7,-66.15000000000002
234633,-46.7,-66.15000000000002
234633,-46.7,-66.083333
234633,-46.7,-66.05
234633,-46.7,-66.016667
234633,-46.7,-65.916667
234633,-46.683333,-66.2
234633,-46.683333,-66.2
234633,-46.683333,-66.166667
234633,-46.683333,-66.05
234633,-46.666667,-66.2
234633,-46.666667,-66.18333300000002
234633,-46.666667,-66.033333
234633,-46.666667,-65.916667
234633,-46.65,-66.95
234633,-46.65,-65.983333
234633,-46.65,-65.966667
234633,-46.65,-65.916667
234633,-46.65,-65.833333
234633,-46.65,-65.616667
234633,-46.633333,-66.93333300000002
234633,-46.633333,-66.583333
234633,-46.633333,-66.333333
234633,-46.633333,-66.2
234633,-46.633333,-66
234633,-46.633333,-64.783333
234633,-46.616667,-66.233333
234633,-46.616667,-65.966667
234633,-46.616667,-65.883333
234633,-46.6,-66.516667
234633,-46.6,-66.116667
234633,-46.6,-66.033333
234633,-46.6,-66.016667
234633,-46.6,-65.966667
234633,-46.6,-65.966667
234633,-46.6,-65.95
234633,-46.6,-65.93333300000002
234633,-46.6,-65.85
234633,-46.6,-65.85
234633,-46.6,-64.90000000000002
234633,-46.583333,-66.083333
234633,-46.583333,-66.016667
234633,-46.583333,-65.93333300000002
234633,-46.583333,-65.85
234633,-46.583333,-64.966667
234633,-46.583333,-64.75
234633,-46.566667,-65.983333
234633,-46.566667,-65.966667
234633,-46.566667,-65.93333300000002
234633,-46.566667,-65.916667
234633,-46.55,-66.583333
234633,-46.55,-66.416667
234633,-46.55,-66.15000000000002
234633,-46.55,-65.93333300000002
234633,-46.55,-65.916667
234633,-46.55,-65.8
234633,-46.55,-65.8
234633,-46.55,-64.85
234633,-46.533333,-66.866667
234633,-46.533333,-65.783333
234633,-46.533333,-65.766667
234633,-46.533333,-65.766667
234633,-46.533333,-65.75
234633,-46.533333,-64.783333
234633,-46.516667,-66.15000000000002
234633,-46.516667,-66.016667
234633,-46.516667,-65.883333
234633,-46.516667,-64.8
234633,-46.5,-65.85
234633,-46.5,-65.833333
234633,-46.5,-65.816667
234633,-46.5,-65.816667
234633,-46.5,-65.816667
234633,-46.5,-65.133333
234633,-46.483333,-66.18333300000002
234633,-46.483333,-66
234633,-46.483333,-65.983333
234633,-46.483333,-65.95
234633,-46.483333,-65.85
234633,-46.483333,-65.833333
234633,-46.483333,-65.833333
234633,-46.483333,-65.8
234633,-46.483333,-65.8
234633,-46.483333,-65.783333
234633,-46.483333,-64.783333
234633,-46.466667,-66.066667
234633,-46.466667,-65.883333
234633,-46.466667,-65.8
234633,-46.45,-66.2
234633,-46.45,-66.2
234633,-46.45,-66.18333300000002
234633,-46.45,-66.15000000000002
234633,-46.45,-65.833333
234633,-46.45,-65.733333
234633,-46.45,-65.066667
234633,-46.45,-64.833333
234633,-46.433333,-66.133333
234633,-46.433333,-66.133333
234633,-46.433333,-65.833333
234633,-46.433333,-65.733333
234633,-46.433333,-65.733333
234633,-46.416667,-66.116667
234633,-46.416667,-66.05
234633,-46.416667,-65.816667
234633,-46.416667,-65.716667
234633,-46.416667,-64.916667
234633,-46.4,-66.18333300000002
234633,-46.4,-66.1
234633,-46.4,-66.083333
234633,-46.4,-65.816667
234633,-46.4,-65.8
234633,-46.4,-65.783333
234633,-46.4,-65.783333
234633,-46.4,-65.783333
234633,-46.4,-65.733333
234633,-46.4,-65.733333
234633,-46.4,-65.733333
234633,-46.4,-65.133333
234633,-46.4,-65.116667
234633,-46.4,-64.866667
234633,-46.383333,-64.866667
234633,-46.366667,-66.1
234633,-46.366667,-65.866667
234633,-46.366667,-65.833333
234633,-46.366667,-65.733333
234633,-46.366667,-65.733333
234633,-46.366667,-65.133333
234633,-46.35,-65.816667
234633,-46.35,-65.733333
234633,-46.35,-65.68333300000002
234633,-46.35,-65.283333
234633,-46.35,-65.15000000000002
234633,-46.35,-64.95
234633,-46.333333,-65.90000000000002
234633,-46.333333,-65.90000000000002
234633,-46.333333,-65.833333
234633,-46.333333,-65.8
234633,-46.333333,-65.783333
234633,-46.333333,-65.75
234633,-46.333333,-65.7
234633,-46.333333,-65.7
234633,-46.333333,-64.95
234633,-46.316667,-66.116667
234633,-46.316667,-66.066667
234633,-46.316667,-65.733333
234633,-46.3,-65.93333300000002
234633,-46.3,-65.166667
234633,-46.3,-63.916667
234633,-46.283333,-66.066667
234633,-46.283333,-65.833333
234633,-46.283333,-65.166667
234633,-46.283333,-64.983333
234633,-46.283333,-64.166667
234633,-46.25,-65.68333300000002
234633,-46.25,-65.18333300000002
234633,-46.216667,-66.15000000000002
234633,-46.216667,-66.083333
234633,-46.216667,-65.616667
234633,-46.216667,-65.566667
234633,-46.2,-66.1
234633,-46.2,-65.18333300000002
234633,-46.183333,-66.18333300000002
234633,-46.183333,-66.1
234633,-46.183333,-65.7
234633,-46.183333,-65.1
234633,-46.166667,-65.833333
234633,-46.166667,-65.166667
234633,-46.166667,-65.083333
234633,-46.15,-65.25
234633,-46.15,-64
234633,-46.133333,-66.1
234633,-46.133333,-64.8
234633,-46.116667,-65.583333
234633,-46.116667,-65.55
234633,-46.116667,-65.516667
234633,-46.1,-65.716667
234633,-46.1,-64.416667
234633,-46.083333,-65.666667
234633,-46.083333,-65.016667
234633,-46.083333,-64.766667
234633,-46.083333,-64.75
234633,-46.066667,-66.15000000000002
234633,-46.066667,-65.633333
234633,-46.066667,-65.6
234633,-46.066667,-65.533333
234633,-46.066667,-65.516667
234633,-46.066667,-65.166667
234633,-46.066667,-64.983333
234633,-46.05,-65.533333
234633,-46.05,-65.5
234633,-46.05,-64.916667
234633,-46.033333,-65.766667
234633,-46.033333,-65.75
234633,-46.033333,-65.633333
234633,-46.033333,-65
234633,-46.033333,-64.7
234633,-46.016667,-65.45
234633,-46,-65.733333
234633,-46,-65.45
234633,-46,-63.9
234633,-45.983333,-67.066667
234633,-45.983333,-66.5
234633,-45.983333,-65.90000000000002
234633,-45.983333,-65.6
234633,-45.983333,-65.05
234633,-45.983333,-64.90000000000002
234633,-45.983333,-64.43333300000002
234633,-45.966667,-65.733333
234633,-45.966667,-65.633333
234633,-45.966667,-65.466667
234633,-45.966667,-65.18333300000002
234633,-45.966667,-65.066667
234633,-45.966667,-64.733333
234633,-45.966667,-64.5
234633,-45.966667,-64.166667
234633,-45.95,-65.633333
234633,-45.95,-65.066667
234633,-45.95,-65.066667
234633,-45.95,-64.95
234633,-45.95,-64.883333
234633,-45.95,-64.45
234633,-45.949333,-66.816667
234633,-45.933333,-65.516667
